,serial number,Well number,well_no,longitude,latitude,location,Well type,remarks,year,month,value
531,12,16-045/46(BK)16,bk-sw-16_1,568400,3111800,Rajgarhawa,Shallow well,NA,2011,Feb,4.25
532,13,17-045/46(BK)17,bk-sw-17_1,560000,3114200,D_Gaon,Shallow well,NA,2011,Feb,2.25
533,14,18-045/46(BK)18,bk-sw-18_1,560000,3113800,Kalhansgaon,Shallow well,NA,2011,Feb,1.93
534,15,19-045/46(BK)19,bk-sw-19_1,554600,3108800,GaughatSW,Shallow well,NA,2011,Feb,3.52
535,16,20-045/46(BK)20,bk-sw-20_1,574200,3119750,Mahadevpuri,Shallow well,flowing,2011,Feb,NA
536,17,NISP/STW 1,bk-sw-24_1,582750,3103700,Office_Compund,Shallow well,NA,2011,Feb,3.11
537,18,NISP/INV/STW 8,bk-sw-25_1,NA,NA,Kajurakurda,Shallow well,NA,2011,Feb,2.23
538,19,NISP/INV/STW 10,bk-sw-26,NA,NA,Banjaregaon,Shallow well,NA,2011,Feb,2.3
539,20,NISP/INV/STW 11,bk-sw-27,NA,NA,Ramapurawa,Shallow well,NA,2011,Feb,2.5
540,21,SP-1,bk-dw-01,81.60245,28.05131,K_Gaon,Deep well,NA,2011,Feb,11.13
541,22,SP-6,bk-dw-02,81.54661,28.08181,L_Gaon,Deep well,NA,2011,Feb,11.95
542,23,SP-9,bk-dw-03,81.51668,28.12222,GaughatDW1,Deep well,NA,2011,Feb,11.53
543,24,SP-13,bk-dw-04_1,81.51731,28.11321,GaughatDW2,Deep well,NA,2011,Feb,11.16
544,25,EXPT-7,bk-dw-05,81.60245,28.05131,Parsapur,Deep well,NA,2011,Feb,3.03
895,1,1-045/46(BK)1,bk-sw-01,569500,3119130,Rohini_Khola,Shallow well,NA,2011,Mar,2.6
896,2,2-045/46(BK)2,bk-sw-02,569500,3125700,Jabadhawa,Shallow well,NA,2011,Mar,3.1
897,3,3-045/46(BK)3,bk-sw-03,563125,3125750,Banktuwa,Shallow well,NA,2011,Mar,3.55
898,4,4-045/46(BK)4,bk-sw-04,561300,3119200,Channawa,Shallow well,NA,2011,Mar,1.31
899,5,5-045/46(BK)5,bk-sw-05_1,557300,3118750,Thapawa,Shallow well,NA,2011,Mar,1.21
900,6,6-045/46(BK)6,bk-sw-06_1,564800,3112800,Piprahawa,Shallow well,NA,2011,Mar,3.95
901,7,7-045/46(BK)7,bk-sw-07_1,562100,3107400,Bhujai,Shallow well,NA,2011,Mar,2.25
902,8,8-045/46(BK)8,bk-sw-08_1,564900,3118750,Birta,Shallow well,NA,2011,Mar,4.29
903,9,9-045/46(BK)9,bk-sw-09_1,565600,3102880,Shikhanpurwa,Shallow well,NA,2011,Mar,2.9
904,10,10-045/46(BK)10,bk-sw-10_1,570875,3099130,Kharaicha,Shallow well,NA,2011,Mar,2.7
905,11,11-045/46(BK)11,bk-sw-11_1,570875,3100800,Jaispur,Shallow well,NA,2011,Mar,3.2
906,12,16-045/46(BK)16,bk-sw-16_1,568400,3111800,Rajgarhawa,Shallow well,NA,2011,Mar,4.75
907,13,17-045/46(BK)17,bk-sw-17_1,560000,3114200,D_Gaon,Shallow well,NA,2011,Mar,2.5
908,14,18-045/46(BK)18,bk-sw-18_1,560000,3113800,Kalhansgaon,Shallow well,NA,2011,Mar,2.18
909,15,19-045/46(BK)19,bk-sw-19_1,554600,3108800,GaughatSW,Shallow well,NA,2011,Mar,3.87
910,16,20-045/46(BK)20,bk-sw-20_1,574200,3119750,Mahadevpuri,Shallow well,flowing,2011,Mar,NA
911,17,NISP/STW 1,bk-sw-24_1,582750,3103700,Office_Compund,Shallow well,NA,2011,Mar,3.56
912,18,NISP/INV/STW 8,bk-sw-25_1,NA,NA,Kajurakurda,Shallow well,NA,2011,Mar,2.68
913,19,NISP/INV/STW 10,bk-sw-26,NA,NA,Banjaregaon,Shallow well,NA,2011,Mar,2.6
914,20,NISP/INV/STW 11,bk-sw-27,NA,NA,Ramapurawa,Shallow well,NA,2011,Mar,2.9
915,21,SP-1,bk-dw-01,81.60245,28.05131,K_Gaon,Deep well,NA,2011,Mar,11.9
916,22,SP-6,bk-dw-02,81.54661,28.08181,L_Gaon,Deep well,NA,2011,Mar,12.35
917,23,SP-9,bk-dw-03,81.51668,28.12222,GaughatDW1,Deep well,NA,2011,Mar,12.15
918,24,SP-13,bk-dw-04_1,81.51731,28.11321,GaughatDW2,Deep well,NA,2011,Mar,10.8
919,25,EXPT-7,bk-dw-05,81.60245,28.05131,Parsapur,Deep well,NA,2011,Mar,4.35
1270,1,1-045/46(BK)1,bk-sw-01,569500,3119130,Rohini_Khola,Shallow well,NA,2011,Apr,2.9
1271,2,2-045/46(BK)2,bk-sw-02,569500,3125700,Jabadhawa,Shallow well,NA,2011,Apr,3.25
1272,3,3-045/46(BK)3,bk-sw-03,563125,3125750,Banktuwa,Shallow well,NA,2011,Apr,3.85
1273,4,4-045/46(BK)4,bk-sw-04,561300,3119200,Channawa,Shallow well,NA,2011,Apr,1.66
1274,5,5-045/46(BK)5,bk-sw-05_1,557300,3118750,Thapawa,Shallow well,NA,2011,Apr,1.41
1275,6,6-045/46(BK)6,bk-sw-06_1,564800,3112800,Piprahawa,Shallow well,NA,2011,Apr,4.35
1276,7,7-045/46(BK)7,bk-sw-07_1,562100,3107400,Bhujai,Shallow well,NA,2011,Apr,3.05
1277,8,8-045/46(BK)8,bk-sw-08_1,564900,3118750,Birta,Shallow well,NA,2011,Apr,4.74
1278,9,9-045/46(BK)9,bk-sw-09_1,565600,3102880,Shikhanpurwa,Shallow well,NA,2011,Apr,3.35
1279,10,10-045/46(BK)10,bk-sw-10_1,570875,3099130,Kharaicha,Shallow well,NA,2011,Apr,3.1
1280,11,11-045/46(BK)11,bk-sw-11_1,570875,3100800,Jaispur,Shallow well,NA,2011,Apr,3.55
1281,12,16-045/46(BK)16,bk-sw-16_1,568400,3111800,Rajgarhawa,Shallow well,NA,2011,Apr,5.25
1282,13,17-045/46(BK)17,bk-sw-17_1,560000,3114200,D_Gaon,Shallow well,NA,2011,Apr,2.8
1283,14,18-045/46(BK)18,bk-sw-18_1,560000,3113800,Kalhansgaon,Shallow well,NA,2011,Apr,2.58
1284,15,19-045/46(BK)19,bk-sw-19_1,554600,3108800,GaughatSW,Shallow well,NA,2011,Apr,4.32
1285,16,20-045/46(BK)20,bk-sw-20_1,574200,3119750,Mahadevpuri,Shallow well,flowing,2011,Apr,NA
1286,17,NISP/STW 1,bk-sw-24_1,582750,3103700,Office_Compund,Shallow well,NA,2011,Apr,3.91
1287,18,NISP/INV/STW 8,bk-sw-25_1,NA,NA,Kajurakurda,Shallow well,NA,2011,Apr,2.88
1288,19,NISP/INV/STW 10,bk-sw-26,NA,NA,Banjaregaon,Shallow well,NA,2011,Apr,3
1289,20,NISP/INV/STW 11,bk-sw-27,NA,NA,Ramapurawa,Shallow well,NA,2011,Apr,3.2
1290,21,SP-1,bk-dw-01,81.60245,28.05131,K_Gaon,Deep well,NA,2011,Apr,11.88
1291,22,SP-6,bk-dw-02,81.54661,28.08181,L_Gaon,Deep well,NA,2011,Apr,12.25
1292,23,SP-9,bk-dw-03,81.51668,28.12222,GaughatDW1,Deep well,NA,2011,Apr,11.93
1293,24,SP-13,bk-dw-04_1,81.51731,28.11321,GaughatDW2,Deep well,NA,2011,Apr,10.61
1294,25,EXPT-7,bk-dw-05,81.60245,28.05131,Parsapur,Deep well,NA,2011,Apr,4.98
1645,1,1-045/46(BK)1,bk-sw-01,569500,3119130,Rohini_Khola,Shallow well,NA,2011,May,1.15
1646,2,2-045/46(BK)2,bk-sw-02,569500,3125700,Jabadhawa,Shallow well,NA,2011,May,3.4
1647,3,3-045/46(BK)3,bk-sw-03,563125,3125750,Banktuwa,Shallow well,NA,2011,May,4.2
1648,4,4-045/46(BK)4,bk-sw-04,561300,3119200,Channawa,Shallow well,NA,2011,May,1.86
1649,5,5-045/46(BK)5,bk-sw-05_1,557300,3118750,Thapawa,Shallow well,NA,2011,May,0.96
1650,6,6-045/46(BK)6,bk-sw-06_1,564800,3112800,Piprahawa,Shallow well,NA,2011,May,4.55
1651,7,7-045/46(BK)7,bk-sw-07_1,562100,3107400,Bhujai,Shallow well,NA,2011,May,3.2
1652,8,8-045/46(BK)8,bk-sw-08_1,564900,3118750,Birta,Shallow well,NA,2011,May,4.99
1653,9,9-045/46(BK)9,bk-sw-09_1,565600,3102880,Shikhanpurwa,Shallow well,NA,2011,May,3.65
1654,10,10-045/46(BK)10,bk-sw-10_1,570875,3099130,Kharaicha,Shallow well,NA,2011,May,3.25
1655,11,11-045/46(BK)11,bk-sw-11_1,570875,3100800,Jaispur,Shallow well,NA,2011,May,3.75
1656,12,16-045/46(BK)16,bk-sw-16_1,568400,3111800,Rajgarhawa,Shallow well,NA,2011,May,5.7
1657,13,17-045/46(BK)17,bk-sw-17_1,560000,3114200,D_Gaon,Shallow well,NA,2011,May,3
1658,14,18-045/46(BK)18,bk-sw-18_1,560000,3113800,Kalhansgaon,Shallow well,NA,2011,May,2.83
1659,15,19-045/46(BK)19,bk-sw-19_1,554600,3108800,GaughatSW,Shallow well,NA,2011,May,4.72
1660,16,20-045/46(BK)20,bk-sw-20_1,574200,3119750,Mahadevpuri,Shallow well,flowing,2011,May,NA
1661,17,NISP/STW 1,bk-sw-24_1,582750,3103700,Office_Compund,Shallow well,NA,2011,May,4.16
1662,18,NISP/INV/STW 8,bk-sw-25_1,NA,NA,Kajurakurda,Shallow well,NA,2011,May,3.08
1663,19,NISP/INV/STW 10,bk-sw-26,NA,NA,Banjaregaon,Shallow well,NA,2011,May,3.4
1664,20,NISP/INV/STW 11,bk-sw-27,NA,NA,Ramapurawa,Shallow well,NA,2011,May,3.45
1665,21,SP-1,bk-dw-01,81.60245,28.05131,K_Gaon,Deep well,NA,2011,May,12.08
1666,22,SP-6,bk-dw-02,81.54661,28.08181,L_Gaon,Deep well,NA,2011,May,12.5
1667,23,SP-9,bk-dw-03,81.51668,28.12222,GaughatDW1,Deep well,NA,2011,May,12.13
1668,24,SP-13,bk-dw-04_1,81.51731,28.11321,GaughatDW2,Deep well,NA,2011,May,10.71
1669,25,EXPT-7,bk-dw-05,81.60245,28.05131,Parsapur,Deep well,NA,2011,May,5.18
2020,1,1-045/46(BK)1,bk-sw-01,569500,3119130,Rohini_Khola,Shallow well,NA,2011,Jun,1.1
2021,2,2-045/46(BK)2,bk-sw-02,569500,3125700,Jabadhawa,Shallow well,NA,2011,Jun,3.3
2022,3,3-045/46(BK)3,bk-sw-03,563125,3125750,Banktuwa,Shallow well,NA,2011,Jun,4.35
2023,4,4-045/46(BK)4,bk-sw-04,561300,3119200,Channawa,Shallow well,NA,2011,Jun,2.01
2024,5,5-045/46(BK)5,bk-sw-05_1,557300,3118750,Thapawa,Shallow well,NA,2011,Jun,0.91
2025,6,6-045/46(BK)6,bk-sw-06_1,564800,3112800,Piprahawa,Shallow well,NA,2011,Jun,4.75
2026,7,7-045/46(BK)7,bk-sw-07_1,562100,3107400,Bhujai,Shallow well,NA,2011,Jun,3.45
2027,8,8-045/46(BK)8,bk-sw-08_1,564900,3118750,Birta,Shallow well,NA,2011,Jun,5.14
2028,9,9-045/46(BK)9,bk-sw-09_1,565600,3102880,Shikhanpurwa,Shallow well,NA,2011,Jun,3.9
2029,10,10-045/46(BK)10,bk-sw-10_1,570875,3099130,Kharaicha,Shallow well,NA,2011,Jun,3.35
2030,11,11-045/46(BK)11,bk-sw-11_1,570875,3100800,Jaispur,Shallow well,NA,2011,Jun,3.9
2031,12,16-045/46(BK)16,bk-sw-16_1,568400,3111800,Rajgarhawa,Shallow well,NA,2011,Jun,5.95
2032,13,17-045/46(BK)17,bk-sw-17_1,560000,3114200,D_Gaon,Shallow well,NA,2011,Jun,3.2
2033,14,18-045/46(BK)18,bk-sw-18_1,560000,3113800,Kalhansgaon,Shallow well,NA,2011,Jun,3.03
2034,15,19-045/46(BK)19,bk-sw-19_1,554600,3108800,GaughatSW,Shallow well,NA,2011,Jun,4.92
2035,16,20-045/46(BK)20,bk-sw-20_1,574200,3119750,Mahadevpuri,Shallow well,flowing,2011,Jun,NA
2036,17,NISP/STW 1,bk-sw-24_1,582750,3103700,Office_Compund,Shallow well,NA,2011,Jun,4.26
2037,18,NISP/INV/STW 8,bk-sw-25_1,NA,NA,Kajurakurda,Shallow well,NA,2011,Jun,3.23
2038,19,NISP/INV/STW 10,bk-sw-26,NA,NA,Banjaregaon,Shallow well,NA,2011,Jun,3.5
2039,20,NISP/INV/STW 11,bk-sw-27,NA,NA,Ramapurawa,Shallow well,NA,2011,Jun,3.65
2040,21,SP-1,bk-dw-01,81.60245,28.05131,K_Gaon,Deep well,NA,2011,Jun,11.9
2041,22,SP-6,bk-dw-02,81.54661,28.08181,L_Gaon,Deep well,NA,2011,Jun,12.35
2042,23,SP-9,bk-dw-03,81.51668,28.12222,GaughatDW1,Deep well,NA,2011,Jun,12.15
2043,24,SP-13,bk-dw-04_1,81.51731,28.11321,GaughatDW2,Deep well,NA,2011,Jun,10.8
2044,25,EXPT-7,bk-dw-05,81.60245,28.05131,Parsapur,Deep well,NA,2011,Jun,4.35
2395,1,1-045/46(BK)1,bk-sw-01,569500,3119130,Rohini_Khola,Shallow well,NA,2011,Jul,1
2396,2,2-045/46(BK)2,bk-sw-02,569500,3125700,Jabadhawa,Shallow well,NA,2011,Jul,2.25
2397,3,3-045/46(BK)3,bk-sw-03,563125,3125750,Banktuwa,Shallow well,NA,2011,Jul,2.45
2398,4,4-045/46(BK)4,bk-sw-04,561300,3119200,Channawa,Shallow well,NA,2011,Jul,0.81
2399,5,5-045/46(BK)5,bk-sw-05_1,557300,3118750,Thapawa,Shallow well,NA,2011,Jul,0.81
2400,6,6-045/46(BK)6,bk-sw-06_1,564800,3112800,Piprahawa,Shallow well,NA,2011,Jul,2.35
2401,7,7-045/46(BK)7,bk-sw-07_1,562100,3107400,Bhujai,Shallow well,NA,2011,Jul,1.35
2402,8,8-045/46(BK)8,bk-sw-08_1,564900,3118750,Birta,Shallow well,NA,2011,Jul,2.99
2403,9,9-045/46(BK)9,bk-sw-09_1,565600,3102880,Shikhanpurwa,Shallow well,NA,2011,Jul,2.15
2404,10,10-045/46(BK)10,bk-sw-10_1,570875,3099130,Kharaicha,Shallow well,NA,2011,Jul,1.5
2405,11,11-045/46(BK)11,bk-sw-11_1,570875,3100800,Jaispur,Shallow well,NA,2011,Jul,2.3
2406,12,16-045/46(BK)16,bk-sw-16_1,568400,3111800,Rajgarhawa,Shallow well,NA,2011,Jul,3.25
2407,13,17-045/46(BK)17,bk-sw-17_1,560000,3114200,D_Gaon,Shallow well,NA,2011,Jul,2.1
2408,14,18-045/46(BK)18,bk-sw-18_1,560000,3113800,Kalhansgaon,Shallow well,NA,2011,Jul,1.58
2409,15,19-045/46(BK)19,bk-sw-19_1,554600,3108800,GaughatSW,Shallow well,NA,2011,Jul,3.07
2410,16,20-045/46(BK)20,bk-sw-20_1,574200,3119750,Mahadevpuri,Shallow well,flowing,2011,Jul,NA
2411,17,NISP/STW 1,bk-sw-24_1,582750,3103700,Office_Compund,Shallow well,NA,2011,Jul,1.71
2412,18,NISP/INV/STW 8,bk-sw-25_1,NA,NA,Kajurakurda,Shallow well,NA,2011,Jul,1.88
2413,19,NISP/INV/STW 10,bk-sw-26,NA,NA,Banjaregaon,Shallow well,NA,2011,Jul,1.9
2414,20,NISP/INV/STW 11,bk-sw-27,NA,NA,Ramapurawa,Shallow well,NA,2011,Jul,1.4
2415,21,SP-1,bk-dw-01,81.60245,28.05131,K_Gaon,Deep well,NA,2011,Jul,11.9
2416,22,SP-6,bk-dw-02,81.54661,28.08181,L_Gaon,Deep well,NA,2011,Jul,12.35
2417,23,SP-9,bk-dw-03,81.51668,28.12222,GaughatDW1,Deep well,NA,2011,Jul,12.15
2418,24,SP-13,bk-dw-04_1,81.51731,28.11321,GaughatDW2,Deep well,NA,2011,Jul,10.8
2419,25,EXPT-7,bk-dw-05,81.60245,28.05131,Parsapur,Deep well,NA,2011,Jul,4.35
2770,1,1-045/46(BK)1,bk-sw-01,569500,3119130,Rohini_Khola,Shallow well,NA,2011,Aug,0.9
2771,2,2-045/46(BK)2,bk-sw-02,569500,3125700,Jabadhawa,Shallow well,NA,2011,Aug,1.7
2772,3,3-045/46(BK)3,bk-sw-03,563125,3125750,Banktuwa,Shallow well,NA,2011,Aug,1.75
2773,4,4-045/46(BK)4,bk-sw-04,561300,3119200,Channawa,Shallow well,NA,2011,Aug,0.11
2774,5,5-045/46(BK)5,bk-sw-05_1,557300,3118750,Thapawa,Shallow well,NA,2011,Aug,0.16
2775,6,6-045/46(BK)6,bk-sw-06_1,564800,3112800,Piprahawa,Shallow well,NA,2011,Aug,1.9
2776,7,7-045/46(BK)7,bk-sw-07_1,562100,3107400,Bhujai,Shallow well,NA,2011,Aug,0.55
2777,8,8-045/46(BK)8,bk-sw-08_1,564900,3118750,Birta,Shallow well,NA,2011,Aug,2.34
2778,9,9-045/46(BK)9,bk-sw-09_1,565600,3102880,Shikhanpurwa,Shallow well,NA,2011,Aug,1.3
2779,10,10-045/46(BK)10,bk-sw-10_1,570875,3099130,Kharaicha,Shallow well,NA,2011,Aug,1.05
2780,11,11-045/46(BK)11,bk-sw-11_1,570875,3100800,Jaispur,Shallow well,NA,2011,Aug,1.45
2781,12,16-045/46(BK)16,bk-sw-16_1,568400,3111800,Rajgarhawa,Shallow well,NA,2011,Aug,2.35
2782,13,17-045/46(BK)17,bk-sw-17_1,560000,3114200,D_Gaon,Shallow well,NA,2011,Aug,0.5
2783,14,18-045/46(BK)18,bk-sw-18_1,560000,3113800,Kalhansgaon,Shallow well,NA,2011,Aug,0.28
2784,15,19-045/46(BK)19,bk-sw-19_1,554600,3108800,GaughatSW,Shallow well,NA,2011,Aug,2.12
2785,16,20-045/46(BK)20,bk-sw-20_1,574200,3119750,Mahadevpuri,Shallow well,flowing,2011,Aug,NA
2786,17,NISP/STW 1,bk-sw-24_1,582750,3103700,Office_Compund,Shallow well,NA,2011,Aug,1.16
2787,18,NISP/INV/STW 8,bk-sw-25_1,NA,NA,Kajurakurda,Shallow well,NA,2011,Aug,1.08
2788,19,NISP/INV/STW 10,bk-sw-26,NA,NA,Banjaregaon,Shallow well,NA,2011,Aug,1.2
2789,20,NISP/INV/STW 11,bk-sw-27,NA,NA,Ramapurawa,Shallow well,NA,2011,Aug,0.6
2790,21,SP-1,bk-dw-01,81.60245,28.05131,K_Gaon,Deep well,NA,2011,Aug,11.9
2791,22,SP-6,bk-dw-02,81.54661,28.08181,L_Gaon,Deep well,NA,2011,Aug,12.35
2792,23,SP-9,bk-dw-03,81.51668,28.12222,GaughatDW1,Deep well,NA,2011,Aug,12.15
2793,24,SP-13,bk-dw-04_1,81.51731,28.11321,GaughatDW2,Deep well,NA,2011,Aug,10.8
2794,25,EXPT-7,bk-dw-05,81.60245,28.05131,Parsapur,Deep well,NA,2011,Aug,4.35
3145,1,1-045/46(BK)1,bk-sw-01,569500,3119130,Rohini_Khola,Shallow well,NA,2011,Sep,0.95
3146,2,2-045/46(BK)2,bk-sw-02,569500,3125700,Jabadhawa,Shallow well,NA,2011,Sep,1.95
3147,3,3-045/46(BK)3,bk-sw-03,563125,3125750,Banktuwa,Shallow well,NA,2011,Sep,1.85
3148,4,4-045/46(BK)4,bk-sw-04,561300,3119200,Channawa,Shallow well,NA,2011,Sep,0.16
3149,5,5-045/46(BK)5,bk-sw-05_1,557300,3118750,Thapawa,Shallow well,NA,2011,Sep,0.21
3150,6,6-045/46(BK)6,bk-sw-06_1,564800,3112800,Piprahawa,Shallow well,NA,2011,Sep,2.05
3151,7,7-045/46(BK)7,bk-sw-07_1,562100,3107400,Bhujai,Shallow well,NA,2011,Sep,0.6
3152,8,8-045/46(BK)8,bk-sw-08_1,564900,3118750,Birta,Shallow well,NA,2011,Sep,2.44
3153,9,9-045/46(BK)9,bk-sw-09_1,565600,3102880,Shikhanpurwa,Shallow well,NA,2011,Sep,1.4
3154,10,10-045/46(BK)10,bk-sw-10_1,570875,3099130,Kharaicha,Shallow well,NA,2011,Sep,1.1
3155,11,11-045/46(BK)11,bk-sw-11_1,570875,3100800,Jaispur,Shallow well,NA,2011,Sep,1.55
3156,12,16-045/46(BK)16,bk-sw-16_1,568400,3111800,Rajgarhawa,Shallow well,NA,2011,Sep,2.45
3157,13,17-045/46(BK)17,bk-sw-17_1,560000,3114200,D_Gaon,Shallow well,NA,2011,Sep,0.6
3158,14,18-045/46(BK)18,bk-sw-18_1,560000,3113800,Kalhansgaon,Shallow well,NA,2011,Sep,0.33
3159,15,19-045/46(BK)19,bk-sw-19_1,554600,3108800,GaughatSW,Shallow well,NA,2011,Sep,2.22
3160,16,20-045/46(BK)20,bk-sw-20_1,574200,3119750,Mahadevpuri,Shallow well,flowing,2011,Sep,NA
3161,17,NISP/STW 1,bk-sw-24_1,582750,3103700,Office_Compund,Shallow well,NA,2011,Sep,1.21
3162,18,NISP/INV/STW 8,bk-sw-25_1,NA,NA,Kajurakurda,Shallow well,NA,2011,Sep,1.18
3163,19,NISP/INV/STW 10,bk-sw-26,NA,NA,Banjaregaon,Shallow well,NA,2011,Sep,1.3
3164,20,NISP/INV/STW 11,bk-sw-27,NA,NA,Ramapurawa,Shallow well,NA,2011,Sep,0.85
3165,21,SP-1,bk-dw-01,81.60245,28.05131,K_Gaon,Deep well,NA,2011,Sep,11.9
3166,22,SP-6,bk-dw-02,81.54661,28.08181,L_Gaon,Deep well,NA,2011,Sep,12.35
3167,23,SP-9,bk-dw-03,81.51668,28.12222,GaughatDW1,Deep well,NA,2011,Sep,12.15
3168,24,SP-13,bk-dw-04_1,81.51731,28.11321,GaughatDW2,Deep well,NA,2011,Sep,10.8
3169,25,EXPT-7,bk-dw-05,81.60245,28.05131,Parsapur,Deep well,NA,2011,Sep,4.35
3520,1,1-045/46(BK)1,bk-sw-01,569500,3119130,Rohini_Khola,Shallow well,NA,2011,Oct,1.05
3521,2,2-045/46(BK)2,bk-sw-02,569500,3125700,Jabadhawa,Shallow well,NA,2011,Oct,2.05
3522,3,3-045/46(BK)3,bk-sw-03,563125,3125750,Banktuwa,Shallow well,NA,2011,Oct,2.05
3523,4,4-045/46(BK)4,bk-sw-04,561300,3119200,Channawa,Shallow well,NA,2011,Oct,0.41
3524,5,5-045/46(BK)5,bk-sw-05_1,557300,3118750,Thapawa,Shallow well,NA,2011,Oct,0.26
3525,6,6-045/46(BK)6,bk-sw-06_1,564800,3112800,Piprahawa,Shallow well,NA,2011,Oct,2.2
3526,7,7-045/46(BK)7,bk-sw-07_1,562100,3107400,Bhujai,Shallow well,NA,2011,Oct,0.85
3527,8,8-045/46(BK)8,bk-sw-08_1,564900,3118750,Birta,Shallow well,NA,2011,Oct,2.54
3528,9,9-045/46(BK)9,bk-sw-09_1,565600,3102880,Shikhanpurwa,Shallow well,NA,2011,Oct,1.6
3529,10,10-045/46(BK)10,bk-sw-10_1,570875,3099130,Kharaicha,Shallow well,NA,2011,Oct,1.3
3530,11,11-045/46(BK)11,bk-sw-11_1,570875,3100800,Jaispur,Shallow well,NA,2011,Oct,1.75
3531,12,16-045/46(BK)16,bk-sw-16_1,568400,3111800,Rajgarhawa,Shallow well,NA,2011,Oct,2.75
3532,13,17-045/46(BK)17,bk-sw-17_1,560000,3114200,D_Gaon,Shallow well,NA,2011,Oct,0.95
3533,14,18-045/46(BK)18,bk-sw-18_1,560000,3113800,Kalhansgaon,Shallow well,NA,2011,Oct,0.48
3534,15,19-045/46(BK)19,bk-sw-19_1,554600,3108800,GaughatSW,Shallow well,NA,2011,Oct,2.37
3535,16,20-045/46(BK)20,bk-sw-20_1,574200,3119750,Mahadevpuri,Shallow well,flowing,2011,Oct,NA
3536,17,NISP/STW 1,bk-sw-24_1,582750,3103700,Office_Compund,Shallow well,NA,2011,Oct,1.61
3537,18,NISP/INV/STW 8,bk-sw-25_1,NA,NA,Kajurakurda,Shallow well,NA,2011,Oct,1.38
3538,19,NISP/INV/STW 10,bk-sw-26,NA,NA,Banjaregaon,Shallow well,NA,2011,Oct,1.5
3539,20,NISP/INV/STW 11,bk-sw-27,NA,NA,Ramapurawa,Shallow well,NA,2011,Oct,1.05
3540,21,SP-1,bk-dw-01,81.60245,28.05131,K_Gaon,Deep well,NA,2011,Oct,11.9
3541,22,SP-6,bk-dw-02,81.54661,28.08181,L_Gaon,Deep well,NA,2011,Oct,12.35
3542,23,SP-9,bk-dw-03,81.51668,28.12222,GaughatDW1,Deep well,NA,2011,Oct,12.15
3543,24,SP-13,bk-dw-04_1,81.51731,28.11321,GaughatDW2,Deep well,NA,2011,Oct,10.8
3544,25,EXPT-7,bk-dw-05,81.60245,28.05131,Parsapur,Deep well,NA,2011,Oct,4.35
3895,1,1-045/46(BK)1,bk-sw-01,569500,3119130,Rohini_Khola,Shallow well,NA,2011,Nov,1.25
3896,2,2-045/46(BK)2,bk-sw-02,569500,3125700,Jabadhawa,Shallow well,NA,2011,Nov,2.2
3897,3,3-045/46(BK)3,bk-sw-03,563125,3125750,Banktuwa,Shallow well,NA,2011,Nov,2.2
3898,4,4-045/46(BK)4,bk-sw-04,561300,3119200,Channawa,Shallow well,NA,2011,Nov,0.66
3899,5,5-045/46(BK)5,bk-sw-05_1,557300,3118750,Thapawa,Shallow well,NA,2011,Nov,0.36
3900,6,6-045/46(BK)6,bk-sw-06_1,564800,3112800,Piprahawa,Shallow well,NA,2011,Nov,2.65
3901,7,7-045/46(BK)7,bk-sw-07_1,562100,3107400,Bhujai,Shallow well,NA,2011,Nov,1.1
3902,8,8-045/46(BK)8,bk-sw-08_1,564900,3118750,Birta,Shallow well,NA,2011,Nov,2.89
3903,9,9-045/46(BK)9,bk-sw-09_1,565600,3102880,Shikhanpurwa,Shallow well,NA,2011,Nov,1.95
3904,10,10-045/46(BK)10,bk-sw-10_1,570875,3099130,Kharaicha,Shallow well,NA,2011,Nov,1.75
3905,11,11-045/46(BK)11,bk-sw-11_1,570875,3100800,Jaispur,Shallow well,NA,2011,Nov,2.05
3906,12,16-045/46(BK)16,bk-sw-16_1,568400,3111800,Rajgarhawa,Shallow well,NA,2011,Nov,3.05
3907,13,17-045/46(BK)17,bk-sw-17_1,560000,3114200,D_Gaon,Shallow well,NA,2011,Nov,1.15
3908,14,18-045/46(BK)18,bk-sw-18_1,560000,3113800,Kalhansgaon,Shallow well,NA,2011,Nov,0.83
3909,15,19-045/46(BK)19,bk-sw-19_1,554600,3108800,GaughatSW,Shallow well,NA,2011,Nov,2.72
3910,16,20-045/46(BK)20,bk-sw-20_1,574200,3119750,Mahadevpuri,Shallow well,flowing,2011,Nov,NA
3911,17,NISP/STW 1,bk-sw-24_1,582750,3103700,Office_Compund,Shallow well,NA,2011,Nov,2.26
3912,18,NISP/INV/STW 8,bk-sw-25_1,NA,NA,Kajurakurda,Shallow well,NA,2011,Nov,1.78
3913,19,NISP/INV/STW 10,bk-sw-26,NA,NA,Banjaregaon,Shallow well,NA,2011,Nov,1.9
3914,20,NISP/INV/STW 11,bk-sw-27,NA,NA,Ramapurawa,Shallow well,NA,2011,Nov,1.3
3915,21,SP-1,bk-dw-01,81.60245,28.05131,K_Gaon,Deep well,NA,2011,Nov,11.13
3916,22,SP-6,bk-dw-02,81.54661,28.08181,L_Gaon,Deep well,NA,2011,Nov,11.4
3917,23,SP-9,bk-dw-03,81.51668,28.12222,GaughatDW1,Deep well,NA,2011,Nov,11.13
3918,24,SP-13,bk-dw-04_1,81.51731,28.11321,GaughatDW2,Deep well,NA,2011,Nov,9.96
3919,25,EXPT-7,bk-dw-05,81.60245,28.05131,Parsapur,Deep well,NA,2011,Nov,2.38
