,serial number,Well number,well_no,longitude,latitude,location,Well type,remarks,year,month,value
2443,30,SP-9,bk-dw-03,81.51668,28.12222,GaughatDW1,Deep well,NA,2007,Jul,11.35
2444,31,SP-13,bk-dw-04_1,81.51731,28.11321,GaughatDW2,Deep well,NA,2007,Jul,NA
2445,32,EXPT-7,bk-dw-05,81.60245,28.05131,Parsapur,Deep well,NA,2007,Jul,2.35
2795,1,1-045/46(BK)1,bk-sw-01,569500,3119130,Rohini_Khola,Shallow well,NA,2007,Aug,2.75
2796,2,2-045/46(BK)2,bk-sw-02,569500,3125700,Jabadhawa,Shallow well,NA,2007,Aug,2.65
2797,3,3-045/46(BK)3,bk-sw-03,563125,3125750,Banktuwa,Shallow well,NA,2007,Aug,2.45
2798,4,4-045/46(BK)4,bk-sw-04,561300,3119200,Channawa,Shallow well,NA,2007,Aug,0.55
2799,5,5-045/46(BK)5,bk-sw-05_1,557300,3118750,Thapawa,Shallow well,NA,2007,Aug,1.6
2800,6,6-045/46(BK)6,bk-sw-06_1,564800,3112800,Piprahawa,Shallow well,NA,2007,Aug,1.75
2801,7,7-045/46(BK)7,bk-sw-07_1,562100,3107400,Bhujai,Shallow well,NA,2007,Aug,0.56
2802,8,8-045/46(BK)8,bk-sw-08_1,564900,3118750,Birta,Shallow well,NA,2007,Aug,3.15
2803,9,9-045/46(BK)9,bk-sw-09_1,565600,3102880,Shikhanpurwa,Shallow well,NA,2007,Aug,1.65
2804,10,10-045/46(BK)10,bk-sw-10_1,570875,3099130,Kharaicha,Shallow well,NA,2007,Aug,1.45
2805,11,11-045/46(BK)11,bk-sw-11_1,570875,3100800,Jaispur,Shallow well,NA,2007,Aug,2.35
2806,12,16-045/46(BK)16,bk-sw-16_1,568400,3111800,Rajgarhawa,Shallow well,NA,2007,Aug,2.85
2807,13,17-045/46(BK)17,bk-sw-17_1,560000,3114200,D_Gaon,Shallow well,NA,2007,Aug,0.65
2808,14,18-045/46(BK)18,bk-sw-18_1,560000,3113800,Kalhansgaon,Shallow well,NA,2007,Aug,0.55
2809,15,19-045/46(BK)19,bk-sw-19_1,554600,3108800,GaughatSW,Shallow well,NA,2007,Aug,2.55
2810,16,20-045/46(BK)20,bk-sw-20_1,574200,3119750,Mahadevpuri,Shallow well,flowing,2007,Aug,NA
2811,17,21-045/46(BK)21,bk-sw-21_1,578900,3113800,Balapur,Shallow well,NA,2007,Aug,2.85
2812,18,NISP/STW 1,bk-sw-24_1,582750,3103700,Office_Compund,Shallow well,NA,2007,Aug,1.75
2813,19,NISP/INV/STW 8,bk-sw-25_1,NA,NA,Kajurakurda,Shallow well,NA,2007,Aug,1.85
2814,20,NISP/INV/STW 10,bk-sw-26,NA,NA,Banjaregaon,Shallow well,NA,2007,Aug,1.75
2815,21,NISP/INV/STW 11,bk-sw-27,NA,NA,Ramapurawa,Shallow well,NA,2007,Aug,1.55
2816,28,SP-1,bk-dw-01,81.60245,28.05131,K_Gaon,Deep well,NA,2007,Aug,10.65
2817,29,SP-6,bk-dw-02,81.54661,28.08181,L_Gaon,Deep well,NA,2007,Aug,11.45
2818,30,SP-9,bk-dw-03,81.51668,28.12222,GaughatDW1,Deep well,NA,2007,Aug,11.55
2819,31,SP-13,bk-dw-04_1,81.51731,28.11321,GaughatDW2,Deep well,NA,2007,Aug,NA
2820,32,EXPT-7,bk-dw-05,81.60245,28.05131,Parsapur,Deep well,NA,2007,Aug,2.1
3170,1,1-045/46(BK)1,bk-sw-01,569500,3119130,Rohini_Khola,Shallow well,NA,2007,Sep,2.55
3171,2,2-045/46(BK)2,bk-sw-02,569500,3125700,Jabadhawa,Shallow well,NA,2007,Sep,2.35
3172,3,3-045/46(BK)3,bk-sw-03,563125,3125750,Banktuwa,Shallow well,NA,2007,Sep,2.25
3173,4,4-045/46(BK)4,bk-sw-04,561300,3119200,Channawa,Shallow well,NA,2007,Sep,0.45
3174,5,5-045/46(BK)5,bk-sw-05_1,557300,3118750,Thapawa,Shallow well,NA,2007,Sep,1.45
3175,6,6-045/46(BK)6,bk-sw-06_1,564800,3112800,Piprahawa,Shallow well,NA,2007,Sep,1.55
3176,7,7-045/46(BK)7,bk-sw-07_1,562100,3107400,Bhujai,Shallow well,NA,2007,Sep,55
3177,8,8-045/46(BK)8,bk-sw-08_1,564900,3118750,Birta,Shallow well,NA,2007,Sep,2.95
3178,9,9-045/46(BK)9,bk-sw-09_1,565600,3102880,Shikhanpurwa,Shallow well,NA,2007,Sep,1.55
3179,10,10-045/46(BK)10,bk-sw-10_1,570875,3099130,Kharaicha,Shallow well,NA,2007,Sep,1.35
3180,11,11-045/46(BK)11,bk-sw-11_1,570875,3100800,Jaispur,Shallow well,NA,2007,Sep,2.15
3181,12,16-045/46(BK)16,bk-sw-16_1,568400,3111800,Rajgarhawa,Shallow well,NA,2007,Sep,2.75
3182,13,17-045/46(BK)17,bk-sw-17_1,560000,3114200,D_Gaon,Shallow well,NA,2007,Sep,0.55
3183,14,18-045/46(BK)18,bk-sw-18_1,560000,3113800,Kalhansgaon,Shallow well,NA,2007,Sep,0.5
3184,15,19-045/46(BK)19,bk-sw-19_1,554600,3108800,GaughatSW,Shallow well,NA,2007,Sep,2.45
3185,16,20-045/46(BK)20,bk-sw-20_1,574200,3119750,Mahadevpuri,Shallow well,flowing,2007,Sep,NA
3186,17,21-045/46(BK)21,bk-sw-21_1,578900,3113800,Balapur,Shallow well,NA,2007,Sep,2.75
3187,18,NISP/STW 1,bk-sw-24_1,582750,3103700,Office_Compund,Shallow well,NA,2007,Sep,1.7
3188,19,NISP/INV/STW 8,bk-sw-25_1,NA,NA,Kajurakurda,Shallow well,NA,2007,Sep,1.6
3189,20,NISP/INV/STW 10,bk-sw-26,NA,NA,Banjaregaon,Shallow well,NA,2007,Sep,1.45
3190,21,NISP/INV/STW 11,bk-sw-27,NA,NA,Ramapurawa,Shallow well,NA,2007,Sep,1.35
3191,28,SP-1,bk-dw-01,81.60245,28.05131,K_Gaon,Deep well,NA,2007,Sep,10.55
3192,29,SP-6,bk-dw-02,81.54661,28.08181,L_Gaon,Deep well,NA,2007,Sep,11.35
3193,30,SP-9,bk-dw-03,81.51668,28.12222,GaughatDW1,Deep well,NA,2007,Sep,11.65
3194,31,SP-13,bk-dw-04_1,81.51731,28.11321,GaughatDW2,Deep well,NA,2007,Sep,NA
3195,32,EXPT-7,bk-dw-05,81.60245,28.05131,Parsapur,Deep well,NA,2007,Sep,1.95
3545,1,1-045/46(BK)1,bk-sw-01,569500,3119130,Rohini_Khola,Shallow well,NA,2007,Oct,2.55
3546,2,2-045/46(BK)2,bk-sw-02,569500,3125700,Jabadhawa,Shallow well,NA,2007,Oct,2.4
3547,3,3-045/46(BK)3,bk-sw-03,563125,3125750,Banktuwa,Shallow well,NA,2007,Oct,2.05
3548,4,4-045/46(BK)4,bk-sw-04,561300,3119200,Channawa,Shallow well,NA,2007,Oct,0.11
3549,5,5-045/46(BK)5,bk-sw-05_1,557300,3118750,Thapawa,Shallow well,NA,2007,Oct,1.36
3550,6,6-045/46(BK)6,bk-sw-06_1,564800,3112800,Piprahawa,Shallow well,NA,2007,Oct,1.55
3551,7,7-045/46(BK)7,bk-sw-07_1,562100,3107400,Bhujai,Shallow well,NA,2007,Oct,0.75
3552,8,8-045/46(BK)8,bk-sw-08_1,564900,3118750,Birta,Shallow well,NA,2007,Oct,2.74
3553,9,9-045/46(BK)9,bk-sw-09_1,565600,3102880,Shikhanpurwa,Shallow well,NA,2007,Oct,1.4
3554,10,10-045/46(BK)10,bk-sw-10_1,570875,3099130,Kharaicha,Shallow well,NA,2007,Oct,1.15
3555,11,11-045/46(BK)11,bk-sw-11_1,570875,3100800,Jaispur,Shallow well,NA,2007,Oct,2.05
3556,12,16-045/46(BK)16,bk-sw-16_1,568400,3111800,Rajgarhawa,Shallow well,NA,2007,Oct,2.55
3557,13,17-045/46(BK)17,bk-sw-17_1,560000,3114200,D_Gaon,Shallow well,NA,2007,Oct,0.7
3558,14,18-045/46(BK)18,bk-sw-18_1,560000,3113800,Kalhansgaon,Shallow well,NA,2007,Oct,0.48
3559,15,19-045/46(BK)19,bk-sw-19_1,554600,3108800,GaughatSW,Shallow well,NA,2007,Oct,2.52
3560,16,20-045/46(BK)20,bk-sw-20_1,574200,3119750,Mahadevpuri,Shallow well,flowing,2007,Oct,NA
3561,17,21-045/46(BK)21,bk-sw-21_1,578900,3113800,Balapur,Shallow well,NA,2007,Oct,2.05
3562,18,NISP/STW 1,bk-sw-24_1,582750,3103700,Office_Compund,Shallow well,NA,2007,Oct,1.31
3563,19,NISP/INV/STW 8,bk-sw-25_1,NA,NA,Kajurakurda,Shallow well,NA,2007,Oct,1.28
3564,20,NISP/INV/STW 10,bk-sw-26,NA,NA,Banjaregaon,Shallow well,NA,2007,Oct,1.35
3565,21,NISP/INV/STW 11,bk-sw-27,NA,NA,Ramapurawa,Shallow well,NA,2007,Oct,0.4
3566,28,SP-1,bk-dw-01,81.60245,28.05131,K_Gaon,Deep well,NA,2007,Oct,10.78
3567,29,SP-6,bk-dw-02,81.54661,28.08181,L_Gaon,Deep well,NA,2007,Oct,11.4
3568,30,SP-9,bk-dw-03,81.51668,28.12222,GaughatDW1,Deep well,NA,2007,Oct,11.43
3569,31,SP-13,bk-dw-04_1,81.51731,28.11321,GaughatDW2,Deep well,NA,2007,Oct,NA
3570,32,EXPT-7,bk-dw-05,81.60245,28.05131,Parsapur,Deep well,NA,2007,Oct,1.68
3920,1,1-045/46(BK)1,bk-sw-01,569500,3119130,Rohini_Khola,Shallow well,NA,2007,Nov,2.75
3921,2,2-045/46(BK)2,bk-sw-02,569500,3125700,Jabadhawa,Shallow well,NA,2007,Nov,2.65
3922,3,3-045/46(BK)3,bk-sw-03,563125,3125750,Banktuwa,Shallow well,NA,2007,Nov,2.35
3923,4,4-045/46(BK)4,bk-sw-04,561300,3119200,Channawa,Shallow well,NA,2007,Nov,0.41
3924,5,5-045/46(BK)5,bk-sw-05_1,557300,3118750,Thapawa,Shallow well,NA,2007,Nov,1.51
3925,6,6-045/46(BK)6,bk-sw-06_1,564800,3112800,Piprahawa,Shallow well,NA,2007,Nov,1.9
3926,7,7-045/46(BK)7,bk-sw-07_1,562100,3107400,Bhujai,Shallow well,NA,2007,Nov,1.15
3927,8,8-045/46(BK)8,bk-sw-08_1,564900,3118750,Birta,Shallow well,NA,2007,Nov,2.89
3928,9,9-045/46(BK)9,bk-sw-09_1,565600,3102880,Shikhanpurwa,Shallow well,NA,2007,Nov,1.6
3929,10,10-045/46(BK)10,bk-sw-10_1,570875,3099130,Kharaicha,Shallow well,NA,2007,Nov,1.35
3930,11,11-045/46(BK)11,bk-sw-11_1,570875,3100800,Jaispur,Shallow well,NA,2007,Nov,2.2
3931,12,16-045/46(BK)16,bk-sw-16_1,568400,3111800,Rajgarhawa,Shallow well,NA,2007,Nov,2.95
3932,13,17-045/46(BK)17,bk-sw-17_1,560000,3114200,D_Gaon,Shallow well,NA,2007,Nov,1.3
3933,14,18-045/46(BK)18,bk-sw-18_1,560000,3113800,Kalhansgaon,Shallow well,NA,2007,Nov,0.98
3934,15,19-045/46(BK)19,bk-sw-19_1,554600,3108800,GaughatSW,Shallow well,NA,2007,Nov,2.92
3935,16,20-045/46(BK)20,bk-sw-20_1,574200,3119750,Mahadevpuri,Shallow well,flowing,2007,Nov,NA
3936,17,21-045/46(BK)21,bk-sw-21_1,578900,3113800,Balapur,Shallow well,NA,2007,Nov,2.3
3937,18,NISP/STW 1,bk-sw-24_1,582750,3103700,Office_Compund,Shallow well,NA,2007,Nov,1.61
3938,19,NISP/INV/STW 8,bk-sw-25_1,NA,NA,Kajurakurda,Shallow well,NA,2007,Nov,1.63
3939,20,NISP/INV/STW 10,bk-sw-26,NA,NA,Banjaregaon,Shallow well,NA,2007,Nov,1.5
3940,21,NISP/INV/STW 11,bk-sw-27,NA,NA,Ramapurawa,Shallow well,NA,2007,Nov,0.6
3941,28,SP-1,bk-dw-01,81.60245,28.05131,K_Gaon,Deep well,NA,2007,Nov,10.88
3942,29,SP-6,bk-dw-02,81.54661,28.08181,L_Gaon,Deep well,NA,2007,Nov,11.2
3943,30,SP-9,bk-dw-03,81.51668,28.12222,GaughatDW1,Deep well,NA,2007,Nov,11.53
3944,31,SP-13,bk-dw-04_1,81.51731,28.11321,GaughatDW2,Deep well,NA,2007,Nov,NA
3945,32,EXPT-7,bk-dw-05,81.60245,28.05131,Parsapur,Deep well,NA,2007,Nov,1.88
4295,1,1-045/46(BK)1,bk-sw-01,569500,3119130,Rohini_Khola,Shallow well,NA,2007,Dec,3.1
4296,2,2-045/46(BK)2,bk-sw-02,569500,3125700,Jabadhawa,Shallow well,NA,2007,Dec,2.85
4297,3,3-045/46(BK)3,bk-sw-03,563125,3125750,Banktuwa,Shallow well,NA,2007,Dec,2.9
4298,4,4-045/46(BK)4,bk-sw-04,561300,3119200,Channawa,Shallow well,NA,2007,Dec,1.25
4299,5,5-045/46(BK)5,bk-sw-05_1,557300,3118750,Thapawa,Shallow well,NA,2007,Dec,2.15
4300,6,6-045/46(BK)6,bk-sw-06_1,564800,3112800,Piprahawa,Shallow well,NA,2007,Dec,2.35
4301,7,7-045/46(BK)7,bk-sw-07_1,562100,3107400,Bhujai,Shallow well,NA,2007,Dec,1.75
4302,8,8-045/46(BK)8,bk-sw-08_1,564900,3118750,Birta,Shallow well,NA,2007,Dec,3.35
4303,9,9-045/46(BK)9,bk-sw-09_1,565600,3102880,Shikhanpurwa,Shallow well,NA,2007,Dec,2.15
4304,10,10-045/46(BK)10,bk-sw-10_1,570875,3099130,Kharaicha,Shallow well,NA,2007,Dec,1.85
4305,11,11-045/46(BK)11,bk-sw-11_1,570875,3100800,Jaispur,Shallow well,NA,2007,Dec,2.55
4306,12,16-045/46(BK)16,bk-sw-16_1,568400,3111800,Rajgarhawa,Shallow well,NA,2007,Dec,3.5
4307,13,17-045/46(BK)17,bk-sw-17_1,560000,3114200,D_Gaon,Shallow well,NA,2007,Dec,1.75
4308,14,18-045/46(BK)18,bk-sw-18_1,560000,3113800,Kalhansgaon,Shallow well,NA,2007,Dec,1.55
4309,15,19-045/46(BK)19,bk-sw-19_1,554600,3108800,GaughatSW,Shallow well,NA,2007,Dec,3.35
4310,16,20-045/46(BK)20,bk-sw-20_1,574200,3119750,Mahadevpuri,Shallow well,flowing,2007,Dec,NA
4311,17,21-045/46(BK)21,bk-sw-21_1,578900,3113800,Balapur,Shallow well,NA,2007,Dec,3.2
4312,18,NISP/STW 1,bk-sw-24_1,582750,3103700,Office_Compund,Shallow well,NA,2007,Dec,2.65
4313,19,NISP/INV/STW 8,bk-sw-25_1,NA,NA,Kajurakurda,Shallow well,NA,2007,Dec,2.15
4314,20,NISP/INV/STW 10,bk-sw-26,NA,NA,Banjaregaon,Shallow well,NA,2007,Dec,1.9
4315,21,NISP/INV/STW 11,bk-sw-27,NA,NA,Ramapurawa,Shallow well,NA,2007,Dec,1.95
4316,28,SP-1,bk-dw-01,81.60245,28.05131,K_Gaon,Deep well,NA,2007,Dec,11.48
4317,29,SP-6,bk-dw-02,81.54661,28.08181,L_Gaon,Deep well,NA,2007,Dec,11.1
4318,30,SP-9,bk-dw-03,81.51668,28.12222,GaughatDW1,Deep well,NA,2007,Dec,11.13
4319,31,SP-13,bk-dw-04_1,81.51731,28.11321,GaughatDW2,Deep well,NA,2007,Dec,NA
4320,32,EXPT-7,bk-dw-05,81.60245,28.05131,Parsapur,Deep well,NA,2007,Dec,2.08
1,1,1-045/46(BK)1,bk-sw-01,569500,3119130,Rohini_Khola,Shallow well,NA,2008,Jan,2.95
2,2,2-045/46(BK)2,bk-sw-02,569500,3125700,Jabadhawa,Shallow well,NA,2008,Jan,2.8
3,3,3-045/46(BK)3,bk-sw-03,563125,3125750,Banktuwa,Shallow well,NA,2008,Jan,2.7
4,4,4-045/46(BK)4,bk-sw-04,561300,3119200,Channawa,Shallow well,NA,2008,Jan,0.96
5,5,5-045/46(BK)5,bk-sw-05_1,557300,3118750,Thapawa,Shallow well,NA,2008,Jan,2.06
6,6,6-045/46(BK)6,bk-sw-06_1,564800,3112800,Piprahawa,Shallow well,NA,2008,Jan,2.35
7,7,7-045/46(BK)7,bk-sw-07_1,562100,3107400,Bhujai,Shallow well,NA,2008,Jan,1.8
8,8,8-045/46(BK)8,bk-sw-08_1,564900,3118750,Birta,Shallow well,NA,2008,Jan,3.19
9,9,9-045/46(BK)9,bk-sw-09_1,565600,3102880,Shikhanpurwa,Shallow well,NA,2008,Jan,2.1
10,10,10-045/46(BK)10,bk-sw-10_1,570875,3099130,Kharaicha,Shallow well,NA,2008,Jan,1.55
11,11,11-045/46(BK)11,bk-sw-11_1,570875,3100800,Jaispur,Shallow well,NA,2008,Jan,2.55
12,12,12-045/46(B/K)12,bk-sw-12_1,575250,3198880,Bahartha,Shallow well,Damaged,2008,Jan,NA
13,13,13-045/46(B/K)13,bk-sw-13_1,577700,3198880,Materiya,Shallow well,Damaged,2008,Jan,NA
14,14,14-045/46(B/K)14,bk-sw-14_1,582700,3090250,Narayanpur,Shallow well,Damaged,2008,Jan,NA
15,15,15-045/46(B/K)15,bk-sw-15_1,574200,3119750,Majharaitiya,Shallow well,Damaged,2008,Jan,NA
16,16,16-045/46(BK)16,bk-sw-16_1,568400,3111800,Rajgarhawa,Shallow well,NA,2008,Jan,3.25
17,17,17-045/46(BK)17,bk-sw-17_1,560000,3114200,D_Gaon,Shallow well,NA,2008,Jan,1.75
18,18,18-045/46(BK)18,bk-sw-18_1,560000,3113800,Kalhansgaon,Shallow well,NA,2008,Jan,1.48
19,19,19-045/46(BK)19,bk-sw-19_1,554600,3108800,GaughatSW,Shallow well,NA,2008,Jan,3.32
20,20,20-045/46(BK)20,bk-sw-20_1,574200,3119750,Mahadevpuri,Shallow well,Flowing,2008,Jan,NA
21,21,21-045/46(BK)21,bk-sw-21_1,578900,3113800,Balapur,Shallow well,NA,2008,Jan,2.55
22,22,22-045/46(B/K)22,bk-sw-22_1,586000,3105200,Kanchanpur,Shallow well,Damaged,2008,Jan,NA
23,23,23-045/46(B/K)23,bk-sw-23_1,582500,3104200,Binauna,Shallow well,Damaged,2008,Jan,NA
24,24,NISP/STW 1,bk-sw-24_1,582750,3103700,Office_Compund,Shallow well,NA,2008,Jan,2.31
25,25,NISP/INV/STW 8,bk-sw-25_1,NA,NA,Kajurakurda,Shallow well,NA,2008,Jan,1.83
26,26,NISP/INV/STW 10,bk-sw-26,NA,NA,Banjaregaon,Shallow well,NA,2008,Jan,1.85
27,27,NISP/INV/STW 11,bk-sw-27,NA,NA,Ramapurawa,Shallow well,NA,2008,Jan,0.9
28,1,SP-1,bk-dw-01,81.60245,28.05131,K_Gaon,Deep well,NA,2008,Jan,11.73
29,2,SP-6,bk-dw-02,81.54661,28.08181,L_Gaon,Deep well,NA,2008,Jan,11.5
30,3,SP-9,bk-dw-03,81.51668,28.12222,GaughatDW1,Deep well,NA,2008,Jan,11.48
31,4,SP-13,bk-dw-04_1,81.51731,28.11321,GaughatDW2,Deep well,Damaged,2008,Jan,NA
32,5,EXPT-7,bk-dw-05,81.60245,28.05131,Parsapur,Deep well,NA,2008,Jan,2.28
376,1,1-045/46(BK)1,bk-sw-01,569500,3119130,Rohini_Khola,Shallow well,NA,2008,Feb,3.25
377,2,2-045/46(BK)2,bk-sw-02,569500,3125700,Jabadhawa,Shallow well,NA,2008,Feb,3
378,3,3-045/46(BK)3,bk-sw-03,563125,3125750,Banktuwa,Shallow well,NA,2008,Feb,2.85
379,4,4-045/46(BK)4,bk-sw-04,561300,3119200,Channawa,Shallow well,NA,2008,Feb,1.21
380,5,5-045/46(BK)5,bk-sw-05_1,557300,3118750,Thapawa,Shallow well,NA,2008,Feb,2.26
381,6,6-045/46(BK)6,bk-sw-06_1,564800,3112800,Piprahawa,Shallow well,NA,2008,Feb,2.65
382,7,7-045/46(BK)7,bk-sw-07_1,562100,3107400,Bhujai,Shallow well,NA,2008,Feb,2
383,8,8-045/46(BK)8,bk-sw-08_1,564900,3118750,Birta,Shallow well,NA,2008,Feb,3.39
384,9,9-045/46(BK)9,bk-sw-09_1,565600,3102880,Shikhanpurwa,Shallow well,NA,2008,Feb,2.2
385,10,10-045/46(BK)10,bk-sw-10_1,570875,3099130,Kharaicha,Shallow well,NA,2008,Feb,1.7
386,11,11-045/46(BK)11,bk-sw-11_1,570875,3100800,Jaispur,Shallow well,NA,2008,Feb,2.95
387,12,12-045/46(B/K)12,bk-sw-12_1,575250,3198880,Bahartha,Shallow well,Damaged,2008,Feb,NA
388,13,13-045/46(B/K)13,bk-sw-13_1,577700,3198880,Materiya,Shallow well,Damaged,2008,Feb,NA
389,14,14-045/46(B/K)14,bk-sw-14_1,582700,3090250,Narayanpur,Shallow well,Damaged,2008,Feb,NA
390,15,15-045/46(B/K)15,bk-sw-15_1,574200,3119750,Majharaitiya,Shallow well,Damaged,2008,Feb,NA
391,16,16-045/46(BK)16,bk-sw-16_1,568400,3111800,Rajgarhawa,Shallow well,NA,2008,Feb,3.45
392,17,17-045/46(BK)17,bk-sw-17_1,560000,3114200,D_Gaon,Shallow well,NA,2008,Feb,2
393,18,18-045/46(BK)18,bk-sw-18_1,560000,3113800,Kalhansgaon,Shallow well,NA,2008,Feb,1.68
394,19,19-045/46(BK)19,bk-sw-19_1,554600,3108800,GaughatSW,Shallow well,NA,2008,Feb,3.52
395,20,20-045/46(BK)20,bk-sw-20_1,574200,3119750,Mahadevpuri,Shallow well,Flowing,2008,Feb,NA
396,21,21-045/46(BK)21,bk-sw-21_1,578900,3113800,Balapur,Shallow well,NA,2008,Feb,2.55
397,22,22-045/46(B/K)22,bk-sw-22_1,586000,3105200,Kanchanpur,Shallow well,Damaged,2008,Feb,NA
398,23,23-045/46(B/K)23,bk-sw-23_1,582500,3104200,Binauna,Shallow well,Damaged,2008,Feb,NA
399,24,NISP/STW 1,bk-sw-24_1,582750,3103700,Office_Compund,Shallow well,NA,2008,Feb,2.56
400,25,NISP/INV/STW 8,bk-sw-25_1,NA,NA,Kajurakurda,Shallow well,NA,2008,Feb,1.98
401,26,NISP/INV/STW 10,bk-sw-26,NA,NA,Banjaregaon,Shallow well,NA,2008,Feb,2.1
402,27,NISP/INV/STW 11,bk-sw-27,NA,NA,Ramapurawa,Shallow well,NA,2008,Feb,1.05
403,1,SP-1,bk-dw-01,81.60245,28.05131,K_Gaon,Deep well,NA,2008,Feb,11.88
404,2,SP-6,bk-dw-02,81.54661,28.08181,L_Gaon,Deep well,NA,2008,Feb,11.6
405,3,SP-9,bk-dw-03,81.51668,28.12222,GaughatDW1,Deep well,NA,2008,Feb,11.33
406,4,SP-13,bk-dw-04_1,81.51731,28.11321,GaughatDW2,Deep well,Damaged,2008,Feb,NA
407,5,EXPT-7,bk-dw-05,81.60245,28.05131,Parsapur,Deep well,NA,2008,Feb,2.68
751,1,1-045/46(BK)1,bk-sw-01,569500,3119130,Rohini_Khola,Shallow well,NA,2008,Mar,3.55
752,2,2-045/46(BK)2,bk-sw-02,569500,3125700,Jabadhawa,Shallow well,NA,2008,Mar,3.15
753,3,3-045/46(BK)3,bk-sw-03,563125,3125750,Banktuwa,Shallow well,NA,2008,Mar,3.05
754,4,4-045/46(BK)4,bk-sw-04,561300,3119200,Channawa,Shallow well,NA,2008,Mar,1.41
755,5,5-045/46(BK)5,bk-sw-05_1,557300,3118750,Thapawa,Shallow well,NA,2008,Mar,2.51
756,6,6-045/46(BK)6,bk-sw-06_1,564800,3112800,Piprahawa,Shallow well,NA,2008,Mar,2.95
757,7,7-045/46(BK)7,bk-sw-07_1,562100,3107400,Bhujai,Shallow well,NA,2008,Mar,2.15
758,8,8-045/46(BK)8,bk-sw-08_1,564900,3118750,Birta,Shallow well,NA,2008,Mar,3.59
759,9,9-045/46(BK)9,bk-sw-09_1,565600,3102880,Shikhanpurwa,Shallow well,NA,2008,Mar,2.5
760,10,10-045/46(BK)10,bk-sw-10_1,570875,3099130,Kharaicha,Shallow well,NA,2008,Mar,1.95
761,11,11-045/46(BK)11,bk-sw-11_1,570875,3100800,Jaispur,Shallow well,NA,2008,Mar,3.35
762,12,12-045/46(B/K)12,bk-sw-12_1,575250,3198880,Bahartha,Shallow well,Damaged,2008,Mar,NA
763,13,13-045/46(B/K)13,bk-sw-13_1,577700,3198880,Materiya,Shallow well,Damaged,2008,Mar,NA
764,14,14-045/46(B/K)14,bk-sw-14_1,582700,3090250,Narayanpur,Shallow well,Damaged,2008,Mar,NA
765,15,15-045/46(B/K)15,bk-sw-15_1,574200,3119750,Majharaitiya,Shallow well,Damaged,2008,Mar,NA
766,16,16-045/46(BK)16,bk-sw-16_1,568400,3111800,Rajgarhawa,Shallow well,NA,2008,Mar,3.75
767,17,17-045/46(BK)17,bk-sw-17_1,560000,3114200,D_Gaon,Shallow well,NA,2008,Mar,2.3
768,18,18-045/46(BK)18,bk-sw-18_1,560000,3113800,Kalhansgaon,Shallow well,NA,2008,Mar,1.98
769,19,19-045/46(BK)19,bk-sw-19_1,554600,3108800,GaughatSW,Shallow well,NA,2008,Mar,3.87
770,20,20-045/46(BK)20,bk-sw-20_1,574200,3119750,Mahadevpuri,Shallow well,Flowing,2008,Mar,NA
771,21,21-045/46(BK)21,bk-sw-21_1,578900,3113800,Balapur,Shallow well,NA,2008,Mar,3.05
772,22,22-045/46(B/K)22,bk-sw-22_1,586000,3105200,Kanchanpur,Shallow well,Damaged,2008,Mar,NA
773,23,23-045/46(B/K)23,bk-sw-23_1,582500,3104200,Binauna,Shallow well,Damaged,2008,Mar,NA
774,24,NISP/STW 1,bk-sw-24_1,582750,3103700,Office_Compund,Shallow well,NA,2008,Mar,2.81
775,25,NISP/INV/STW 8,bk-sw-25_1,NA,NA,Kajurakurda,Shallow well,NA,2008,Mar,2.23
776,26,NISP/INV/STW 10,bk-sw-26,NA,NA,Banjaregaon,Shallow well,NA,2008,Mar,2.5
777,27,NISP/INV/STW 11,bk-sw-27,NA,NA,Ramapurawa,Shallow well,NA,2008,Mar,1.4
778,1,SP-1,bk-dw-01,81.60245,28.05131,K_Gaon,Deep well,NA,2008,Mar,11.93
779,2,SP-6,bk-dw-02,81.54661,28.08181,L_Gaon,Deep well,NA,2008,Mar,11.6
780,3,SP-9,bk-dw-03,81.51668,28.12222,GaughatDW1,Deep well,NA,2008,Mar,11.73
781,4,SP-13,bk-dw-04_1,81.51731,28.11321,GaughatDW2,Deep well,Damaged,2008,Mar,NA
782,5,EXPT-7,bk-dw-05,81.60245,28.05131,Parsapur,Deep well,NA,2008,Mar,3.28
1126,1,1-045/46(BK)1,bk-sw-01,569500,3119130,Rohini_Khola,Shallow well,NA,2008,Apr,3.9
1127,2,2-045/46(BK)2,bk-sw-02,569500,3125700,Jabadhawa,Shallow well,NA,2008,Apr,3.3
1128,3,3-045/46(BK)3,bk-sw-03,563125,3125750,Banktuwa,Shallow well,NA,2008,Apr,3.2
1129,4,4-045/46(BK)4,bk-sw-04,561300,3119200,Channawa,Shallow well,NA,2008,Apr,1.51
1130,5,5-045/46(BK)5,bk-sw-05_1,557300,3118750,Thapawa,Shallow well,NA,2008,Apr,2.86
1131,6,6-045/46(BK)6,bk-sw-06_1,564800,3112800,Piprahawa,Shallow well,NA,2008,Apr,3.25
1132,7,7-045/46(BK)7,bk-sw-07_1,562100,3107400,Bhujai,Shallow well,NA,2008,Apr,2.4
1133,8,8-045/46(BK)8,bk-sw-08_1,564900,3118750,Birta,Shallow well,NA,2008,Apr,3.89
1134,9,9-045/46(BK)9,bk-sw-09_1,565600,3102880,Shikhanpurwa,Shallow well,NA,2008,Apr,2.85
